player,cfg3_per_g,cfg3a_per_g,cfg3,cfg3a,cfg3_pct,cft,cfta,cft_pct,cts_pct,cefg_pct,cfg3a_per_fga_pct,cusg_pct,fg3,fg3a,fg3_pct
Joe Alexander,0.6,2.1,51,173,.295,205,268,.765,.522,.478,.211,27.6,16,47,.340
Ryan Anderson,1.8,4.7,122,308,.396,276,328,.841,.605,.554,.356,29.4,1325,3491,.380
Darrell Arthur,0.0,0.2,2,17,.118,144,213,.676,.564,.543,.025,26.0,161,458,.352
D.J. Augustin,1.6,4.1,119,296,.402,323,400,.808,.569,.510,.331,20.9,1111,2930,.379
Jerryd Bayless,2.0,4.8,59,145,.407,187,223,.839,.612,.536,.384,29.2,499,1382,.361
Michael Beasley,1.1,2.9,36,95,.379,216,279,.774,.610,.563,.165,35.0,291,835,.349
Bobby Brown,2.6,7.0,307,814,.377,270,342,.789,.551,.523,.504,,96,303,.317
Mario Chalmers,1.6,3.9,180,430,.419,273,356,.767,.619,.584,.470,21.8,755,2153,.351
Joe Crawford,1.5,4.2,186,532,.350,228,325,.702,.543,.518,.455,24.9,1,4,.250
Joey Dorsey,0.0,0.0,0,0,,197,469,.420,.571,.614,.000,14.8,0,1,.000
Chris Douglas-Roberts,0.7,1.8,73,196,.372,362,499,.725,.611,.575,.191,26.7,84,255,.329
J.R. Giddens,1.7,4.8,203,580,.350,186,309,.602,.549,.540,.435,22.8,0,10,.000
Eric Gordon,2.2,6.5,70,208,.337,231,277,.834,.601,.515,.489,30.8,1553,4201,.370
Donté Greene,2.6,7.5,90,261,.345,94,133,.707,.531,.505,.501,24.9,165,542,.304
Malik Hairston,1.2,3.1,145,367,.395,275,428,.643,.580,.564,.302,23.3,2,12,.167
Roy Hibbert,0.0,0.0,3,3,,327,481,.680,.626,.605,.003,24.6,6,24,.250
J.J. Hickson,0.0,0.0,0,1,.000,132,195,.677,.621,.591,.004,26.8,0,21,.000
George Hill,0.9,2.3,90,223,.404,457,582,.785,.628,.574,.220,25.8,960,2499,.384
Steven Hill,0.0,0.0,0,1,,83,160,.519,.582,.589,.003,11.3,0,0,
Othello Hunter,0.1,0.2,4,13,.308,91,151,.603,.594,.587,.031,,0,0,
Darnell Jackson,0.0,0.0,2,6,,224,327,.685,.613,.582,.011,18.6,4,17,.235
Dontell Jefferson,0.3,1.0,18,65,.277,63,94,.670,.490,.438,.351,14.4,1,2,.500
Trey Johnson,1.9,4.9,180,471,.382,502,668,.751,.538,.487,.303,21.5,1,3,.333
DeAndre Jordan,0.0,0.0,0,0,,52,119,.437,.580,.617,.000,,1,11,.091
Kosta Koufos,0.6,1.7,22,63,.349,68,100,.680,.551,.533,.144,,0,4,.000
Rob Kurz,0.7,1.6,72,176,.409,333,411,.810,.600,.524,.271,21.0,15,38,.395
Courtney Lee,1.9,4.8,245,611,.401,389,476,.817,.572,.535,.353,25.4,876,2259,.388
Brook Lopez,0.1,0.4,3,21,.143,198,259,.764,.532,.482,.031,31.4,538,1580,.341
Robin Lopez,0.0,0.0,1,2,.500,128,209,.612,.535,.512,.004,21.1,46,156,.295
Kevin Love,0.7,2.1,29,82,.354,198,258,.767,.644,.595,.202,27.0,1223,3302,.370
Cartier Martin,1.6,4.0,178,446,.399,330,423,.780,.580,.537,.394,22.9,218,586,.372
O.J. Mayo,2.7,6.5,88,215,.409,122,152,.803,.562,.524,.401,31.8,854,2287,.373
Luc Mbah a Moute,0.2,0.9,20,93,.215,177,265,.668,.544,.516,.127,17.7,207,619,.334
JaVale McGee,0.2,0.7,16,45,.356,90,175,.514,.557,.560,.104,25.1,5,33,.152
Anthony Morrow,2.1,5.0,258,613,.421,196,226,.867,.589,.556,.567,20.8,807,1937,.417
DeMarcus Nelson,1.0,2.7,124,332,.373,266,454,.586,.543,.527,.327,22.8,0,3,.000
Greg Oden,0.0,0.0,0,0,,123,196,.628,.626,.616,.000,,0,0,
Anthony Randolph,0.1,0.6,2,19,.105,115,166,.693,.511,.467,.048,28.0,20,83,.241
Derrick Rose,0.9,2.6,35,104,.337,146,205,.712,.560,.517,.239,26.0,469,1541,.304
Brandon Rush,1.9,4.3,205,471,.435,200,273,.733,.558,.535,.395,21.8,522,1300,.402
Walter Sharpe,0.0,0.1,0,3,,56,112,.500,.532,.534,.014,26.4,0,2,.000
Sean Singletary,1.8,5.0,222,614,.362,573,677,.846,.546,.476,.388,27.7,10,25,.400
Marreese Speights,0.0,0.0,0,0,,110,160,.688,.647,.633,.000,,232,651,.356
Mike Taylor,2.5,6.9,77,214,.360,88,129,.682,.495,.464,.487,,13,40,.325
Jason Thompson,0.2,0.8,30,103,.291,492,738,.667,.569,.536,.071,26.8,6,42,.143
Anthony Tolliver,0.2,0.5,21,63,.333,275,410,.671,.548,.506,.087,20.4,861,2306,.373
Henry Walker,0.9,3.3,35,123,.285,117,161,.727,.533,.494,.271,28.7,190,515,.369
Kyle Weaver,0.4,1.3,43,155,.277,315,440,.716,.540,.489,.179,21.2,42,119,.353
Sonny Weems,1.3,3.7,93,254,.366,112,146,.767,.557,.534,.336,23.2,34,120,.283
Russell Westbrook,0.5,1.3,35,99,.354,124,181,.685,.532,.499,.200,21.8,977,3208,.305
D.J. White,0.0,0.0,1,3,,350,507,.690,.595,.563,.003,24.2,1,3,.333
Jawad Williams,1.0,2.8,124,355,.349,320,442,.724,.571,.538,.292,22.1,45,144,.313
Antonio Anderson,0.9,3.0,137,445,.308,273,421,.648,.516,.484,.430,16.2,0,0,
Jeff Ayres,0.0,0.1,0,9,.000,366,479,.764,.620,.580,.009,22.3,2,5,.400
DeJuan Blair,0.0,0.0,0,0,,191,311,.614,.582,.568,.000,24.6,0,9,.000
Jon Brockman,0.0,0.0,0,1,,369,603,.612,.553,.534,.001,21.3,0,1,.000
Derrick Brown,0.5,1.2,54,130,.415,252,351,.718,.640,.612,.189,18.2,13,41,.317
Chase Budinger,1.9,5.0,190,496,.383,309,395,.782,.580,.544,.389,24.8,413,1172,.352
DeMarre Carroll,0.2,0.7,27,96,.281,281,466,.603,.562,.547,.086,22.1,658,1839,.358
Earl Clark,0.5,1.8,56,188,.298,210,328,.640,.524,.498,.210,22.7,82,250,.328
Darren Collison,1.2,2.7,164,377,.435,349,410,.851,.594,.544,.318,21.8,635,1610,.394
Dante Cunningham,0.0,0.0,1,3,,305,440,.693,.561,.524,.003,15.3,216,626,.345
JamesOn Curry,2.0,4.8,197,488,.404,222,293,.758,.559,.528,.451,23.4,0,0,
Stephen Curry,4.0,9.7,414,1004,.412,479,547,.876,.620,.578,.538,38.3,2495,5739,.435
Austin Daye,0.9,2.2,62,147,.422,166,210,.790,.575,.530,.255,27.1,188,535,.351
DeMar DeRozan,0.2,1.0,6,36,.167,95,147,.646,.555,.531,.098,,341,1208,.282
Toney Douglas,1.8,4.9,240,639,.376,462,576,.802,.560,.513,.382,25.9,444,1256,.354
Wayne Ellington,2.0,5.0,229,577,.397,233,288,.809,.577,.549,.434,22.1,1016,2689,.378
Tyreke Evans,0.9,3.4,34,124,.274,138,194,.711,.529,.489,.246,33.1,500,1548,.323
Jonny Flynn,1.4,4.2,101,303,.333,290,371,.782,.567,.516,.340,21.5,118,349,.338
Sundiata Gaines,1.0,3.3,121,400,.303,336,569,.591,.490,.461,.325,21.9,44,146,.301
Alonzo Gee,0.9,2.8,115,354,.325,323,511,.632,.517,.490,.266,24.0,186,572,.325
Taj Gibson,0.0,0.0,0,0,,303,482,.629,.597,.580,.000,19.2,26,118,.220
Trey Gilder,0.4,1.5,25,95,,246,314,.783,.578,,.157,,0,0,
Danny Green,1.3,3.4,184,491,.375,202,239,.845,.574,.540,.455,22.3,1283,3205,.400
Taylor Griffin,0.1,0.5,13,59,.220,245,340,.721,.535,.478,.093,17.3,0,2,.000
Tyler Hansbrough,0.1,0.3,12,38,.316,982,1241,.791,.613,.539,.022,27.2,3,22,.136
James Harden,1.5,3.9,102,271,.376,373,494,.755,.618,.568,.329,30.5,2324,6394,.363
Gerald Henderson,0.7,2.0,69,210,.329,281,398,.706,.533,.493,.211,25.4,249,762,.327
Jordan Hill,0.0,0.0,0,0,,220,346,.636,.593,.578,.000,24.4,3,22,.136
Jrue Holiday,0.8,2.5,27,88,.307,45,62,.726,.532,.504,.353,19.3,927,2616,.354
Lester Hudson,3.5,9.5,230,619,.372,289,337,.858,.582,.543,.468,34.5,28,101,.277
Chris Hunter,0.3,1.0,34,107,.318,200,267,.749,.552,.496,.200,23.1,0,4,.000
Cedric Jackson,0.7,2.4,93,305,.305,279,439,.636,.482,.440,.325,21.2,1,6,.167
Othyus Jeffers,0.0,0.2,2,12,,213,351,.607,.510,.478,.018,,1,6,.167
James Johnson,0.8,2.8,50,169,.296,151,218,.693,.575,.551,.248,25.7,324,1046,.310
Oliver Lafayette,2.5,7.8,161,500,.322,174,240,.725,.487,.451,.573,,1,2,.500
Marcus Landry,0.5,1.5,65,180,.361,191,285,.670,.551,.527,.205,21.8,9,28,.321
Ty Lawson,1.1,2.6,112,278,.403,337,432,.780,.624,.579,.310,21.5,473,1319,.359
Wesley Matthews,0.8,2.3,100,293,.341,549,687,.799,.566,.488,.254,22.5,1663,4367,.381
Eric Maynor,1.1,3.0,142,384,.370,503,636,.791,.555,.498,.264,26.3,111,317,.350
Jodie Meeks,2.2,5.7,177,459,.386,299,336,.890,.598,.536,.520,29.8,775,2078,.373
Patty Mills,2.2,6.7,128,387,.331,174,216,.806,.538,.497,.496,27.3,1059,2719,.389
Byron Mullens,0.0,0.0,0,1,.000,52,93,.559,.629,.638,.005,24.0,111,348,.319
A.J. Price,1.6,4.4,158,433,.365,268,371,.722,.528,.489,.417,25.1,218,690,.316
DaJuan Summers,1.4,4.1,145,411,.353,248,341,.727,.565,.526,.490,24.2,29,79,.367
Jermaine Taylor,2.1,5.5,251,668,.376,308,403,.764,.577,.548,.438,34.0,19,67,.284
Jeff Teague,1.3,3.0,77,183,.421,293,361,.812,.586,.518,.268,24.3,672,1886,.356
Garrett Temple,0.8,3.0,113,406,.278,202,258,.783,.494,.443,.515,13.5,565,1626,.347
Hasheem Thabeet,0.0,0.0,0,0,,310,496,.625,.624,.611,.000,19.0,0,0,
Marcus Thornton,2.5,6.7,168,440,.382,243,315,.771,.572,.537,.428,30.1,735,2051,.358
Reggie Williams,1.8,5.8,196,649,.302,494,703,.703,.579,.550,.346,25.7,199,545,.365
Terrence Williams,1.4,4.4,195,609,.320,216,367,.589,.484,.467,.422,20.6,58,183,.317
Sam Young,0.8,2.3,115,323,.356,337,487,.692,.564,.538,.225,26.9,49,175,.280
Jeff Adrien,0.0,0.0,2,6,,397,655,.606,.542,.516,.005,19.6,0,2,.000
Solomon Alabi,0.0,0.0,0,1,,164,220,.745,.577,.534,.002,21.9,0,0,
Cole Aldrich,0.0,0.0,0,0,,256,351,.729,.612,.574,.000,21.0,0,0,
Al-Farouq Aminu,0.4,1.7,25,105,.238,241,351,.687,.541,.495,.160,27.5,535,1597,.335
James Anderson,2.2,5.9,225,600,.375,420,527,.797,.596,.549,.473,26.3,196,611,.321
Luke Babbitt,1.1,2.6,75,178,.421,351,393,.893,.591,.520,.192,26.8,394,979,.402
Eric Bledsoe,1.3,3.5,49,128,.383,82,123,.667,.566,.540,.410,20.4,682,2027,.336
Trevor Booker,0.2,0.5,23,71,,328,526,.624,.584,.569,.058,23.3,75,246,.305
Craig Brackins,0.7,2.5,69,236,.292,326,449,.726,.514,.472,.184,29.1,3,14,.214
Avery Bradley,1.2,3.3,42,112,.375,36,66,.545,.496,.489,.304,20.4,744,2042,.364
Derrick Caracter,0.1,0.2,5,16,,177,282,.628,.585,.567,.029,27.2,0,0,
Sherron Collins,1.6,4.3,232,615,.377,344,426,.808,.562,.523,.417,24.8,2,10,.200
Marcus Cousin,0.0,0.0,0,1,,155,208,.745,.542,.483,.002,15.1,0,0,
DeMarcus Cousins,0.0,0.2,1,6,.167,162,268,.604,.579,.560,.016,30.5,342,1031,.332
Jordan Crawford,1.7,4.4,109,284,.384,166,217,.765,.555,.523,.352,27.4,330,1041,.317
Ed Davis,0.0,0.0,0,0,,142,228,.623,.572,.548,.000,19.2,0,4,.000
Zabian Dowdell,1.7,4.7,210,572,.367,331,444,.745,.538,.502,.395,23.9,3,10,.300
Devin Ebanks,0.1,1.0,8,70,.114,215,292,.736,.527,.470,.117,19.8,8,36,.222
Jeremy Evans,0.1,0.2,12,33,.364,199,291,.684,.660,.648,.049,16.1,6,26,.231
Patrick Ewing,0.3,0.7,32,89,.360,115,197,.584,.570,.559,.228,17.1,0,2,.000
Derrick Favors,0.0,0.0,0,1,.000,90,143,.629,.621,.611,.003,21.8,36,174,.207
Landry Fields,0.8,2.3,103,301,.342,292,432,.676,.543,.511,.279,24.9,120,361,.332
Gary Forbes,1.0,3.2,125,418,.299,344,527,.653,.505,.471,.304,25.5,48,141,.340
Paul George,1.9,4.9,122,308,.396,212,264,.803,.579,.532,.430,24.6,1590,4172,.381
Blake Griffin,0.0,0.1,3,10,.300,307,521,.589,.620,.620,.013,29.5,407,1223,.333
Luke Harangody,0.3,1.0,42,129,.326,562,719,.782,.536,.486,.066,34.7,21,87,.241
Manny Harris,1.4,4.6,142,447,.318,484,585,.827,.534,.461,.348,30.6,53,150,.353
Gordon Hayward,1.7,4.6,116,314,.369,280,340,.824,.624,.562,.495,22.3,851,2327,.366
Lazar Hayward,1.2,3.4,169,473,.357,356,451,.789,.550,.509,.320,27.2,21,78,.269
Xavier Henry,1.9,4.6,69,165,.418,90,115,.783,.591,.555,.466,23.4,41,126,.325
Damion James,0.7,2.0,103,283,.364,404,631,.640,.541,.514,.192,23.7,0,6,.000
Eugene Jeter,1.7,4.7,200,536,.373,408,482,.846,.555,.497,.409,23.0,6,30,.200
Armon Johnson,0.7,2.4,70,242,.289,279,372,.750,.536,.497,.207,22.9,6,15,.400
Chris Johnson,0.2,0.8,19,66,.288,110,142,.775,.543,.507,.128,19.8,0,0,
Wesley Johnson,1.4,4.0,130,373,.349,239,311,.768,.555,.518,.367,24.3,614,1823,.337
Dominique Jones,1.7,5.2,160,495,.323,453,615,.737,.551,.502,.370,29.8,2,21,.095
Gani Lawal,0.0,0.0,0,3,.000,275,498,.552,.555,.548,.004,24.8,0,0,
Jeremy Lin,0.9,2.8,108,324,.333,363,495,.733,.576,.532,.308,27.7,449,1313,.342
Greg Monroe,0.1,0.5,9,33,.273,243,359,.677,.585,.550,.052,24.7,1,17,.059
Hamady N'Diaye,0.0,0.0,0,2,,184,311,.592,.559,.539,.004,15.0,0,0,
Gary Neal,2.9,8.0,305,850,.359,516,624,.827,.567,.515,.492,33.6,460,1203,.382
Larry Owens,0.4,1.2,27,78,.346,120,211,.569,.575,.571,.149,19.2,8,18,.444
Patrick Patterson,0.2,0.8,24,73,.329,306,417,.734,.625,.597,.069,21.3,590,1597,.369
Dexter Pittman,0.0,0.0,0,0,,208,346,.601,.625,.623,.000,25.2,0,0,
Quincy Pondexter,0.4,1.2,54,165,.327,428,557,.768,.572,.524,.127,24.4,211,593,.356
Andy Rautins,2.2,5.9,282,754,.374,119,156,.763,.571,.552,.830,18.2,1,4,.250
Samardo Samuels,0.0,0.0,0,1,,264,383,.689,.589,.549,.002,26.2,0,4,.000
Larry Sanders,0.0,0.2,4,16,,210,364,.577,.538,.523,.020,23.5,0,5,.000
Mustafa Shakur,0.8,2.2,100,282,.355,324,412,.786,.556,.502,.285,18.4,1,11,.091
Ish Smith,0.5,1.8,66,219,.301,132,273,.484,.461,.455,.203,20.6,258,809,.319
Lance Stephenson,0.5,2.1,16,73,.219,79,119,.664,.493,.462,.198,26.2,346,1099,.315
Evan Turner,0.5,1.5,54,149,.362,385,508,.758,.577,.527,.139,30.8,270,917,.294
Ekpe Udoh,0.1,0.4,13,45,.289,168,259,.649,.511,.481,.062,18.3,0,4,.000
Ben Uzoh,1.2,3.5,173,496,.349,464,593,.782,.564,.513,.343,23.2,3,9,.333
Greivis Vásquez,1.7,5.1,230,699,.329,439,530,.828,.537,.490,.395,26.0,412,1180,.349
John Wall,1.0,3.1,37,114,.325,175,232,.754,.562,.503,.260,25.7,539,1663,.324
Willie Warren,1.7,4.9,97,277,.350,215,273,.788,.590,.539,.457,24.8,5,15,.333
Hassan Whiteside,0.1,0.1,3,5,.600,110,187,.588,.548,.528,.016,25.8,8,25,.320
Lavoy Allen,0.1,0.5,19,66,.288,218,325,.671,.562,.542,.060,19.3,2,15,.133
Keith Benson,0.1,0.2,11,29,,524,772,.679,.597,.562,.024,23.7,0,0,
MarShon Brooks,1.4,4.2,158,475,.333,297,402,.739,.559,.526,.375,27.9,109,316,.345
Alec Burks,0.7,2.2,47,150,.313,398,495,.804,.592,.522,.175,30.0,405,1114,.364
Jimmy Butler,0.3,0.9,36,94,.383,461,596,.773,.607,.531,.122,19.0,504,1514,.333
Derrick Byars,1.6,4.0,198,499,.397,194,278,.698,.575,.556,.466,19.0,0,6,.000
Norris Cole,1.0,3.1,139,433,.321,485,587,.826,.539,.480,.278,26.8,207,639,.324
Justin Dentmon,1.0,2.9,133,381,.349,378,479,.789,.550,.490,.356,19.1,2,14,.143
Jerome Dyson,1.2,3.8,135,424,.318,449,611,.735,.499,.440,.316,29.0,1,8,.125
Kenneth Faried,0.0,0.1,3,12,,440,755,.583,.579,.570,.009,26.1,10,45,.222
Jeff Foote,0.0,0.0,0,0,,223,370,.603,.587,.573,.000,22.4,0,0,
Courtney Fortson,1.2,3.8,56,180,.311,195,288,.677,.490,.441,.285,30.5,3,13,.231
Jimmer Fredette,2.1,5.4,296,752,.394,627,711,.882,.596,.535,.408,30.5,193,519,.372
Mickell Gladness,0.0,0.0,0,3,,182,273,.667,.496,.442,.006,16.1,0,0,
Andrew Goudelock,2.8,6.8,396,958,.413,263,314,.838,.574,.552,.458,28.2,29,84,.345
Jordan Hamilton,2.1,5.6,148,393,.377,132,186,.710,.538,.516,.461,27.7,137,384,.357
Justin Harper,1.3,3.4,179,468,.382,204,287,.711,.584,.564,.421,24.6,8,29,.276
Josh Harrellson,0.1,0.3,9,29,.310,61,94,.649,.576,.562,.086,15.0,33,95,.347
Terrel Harris,1.1,3.1,153,418,.366,286,351,.815,.566,.517,.418,20.5,8,47,.170
Tobias Harris,0.7,2.2,23,76,.303,128,170,.753,.540,.489,.189,27.2,818,2244,.365
Cory Higgins,0.9,2.7,125,360,.347,570,691,.825,.580,.512,.258,24.2,5,25,.200
Darington Hobson,1.1,3.1,39,108,.361,130,199,.653,.520,.484,.246,26.9,0,6,.000
Tyler Honeycutt,1.1,3.1,65,181,.359,117,171,.684,.528,.497,.366,20.4,1,5,.200
Dennis Horner,0.7,1.9,86,240,.358,196,251,.781,.581,.536,.380,19.1,0,1,.000
Kyrie Irving,1.6,3.5,18,39,.462,64,71,.901,.697,.615,.375,26.4,1119,2870,.390
Reggie Jackson,1.2,3.5,121,345,.351,223,296,.753,.560,.527,.352,24.8,659,1955,.337
Charles Jenkins,1.4,3.7,180,471,.382,639,788,.811,.563,.505,.254,28.4,4,22,.182
Carldell Johnson,0.9,2.4,91,227,.401,78,109,.716,.528,.503,.489,11.6,4,15,.267
Ivan Johnson,0.0,0.1,0,4,.000,45,71,.634,.529,.500,.024,28.5,3,19,.158
JaJuan Johnson,0.1,0.4,15,60,.250,492,662,.743,.556,.506,.043,26.9,0,0,
Jerome Jordan,0.0,0.0,0,0,,414,595,.696,.605,.567,.000,24.2,0,0,
Cory Joseph,1.4,3.5,52,126,.413,51,73,.699,.526,.503,.391,17.3,293,883,.332
D.J. Kennedy,0.9,2.6,122,341,.358,432,579,.746,.551,.492,.313,21.1,2,4,.500
Brandon Knight,2.3,6.1,87,231,.377,136,171,.795,.553,.508,.450,27.0,711,2012,.353
Malcolm Lee,0.8,2.7,71,255,.278,218,304,.717,.536,.492,.361,21.1,10,34,.294
Kawhi Leonard,0.6,2.3,41,164,.250,195,262,.744,.513,.473,.195,26.0,764,1997,.383
Travis Leslie,0.2,0.6,19,57,.333,246,331,.743,.537,.492,.066,26.2,0,0,
Jon Leuer,0.8,2.2,100,272,.368,240,332,.723,.559,.529,.253,28.4,125,381,.328
DeAndre Liggins,0.6,1.9,62,187,.332,126,196,.643,.505,.472,.392,16.4,43,122,.352
Shelvin Mack,2.0,5.6,216,605,.357,281,372,.755,.544,.507,.493,26.3,302,916,.330
Vernon Macklin,0.0,0.0,0,1,,115,253,.455,.591,.610,.001,20.7,0,0,
E'Twaun Moore,1.7,4.6,243,639,.380,333,457,.729,.536,.508,.360,27.5,545,1397,.390
Darius Morris,0.3,1.5,23,103,.223,137,197,.695,.526,.491,.191,22.3,47,146,.322
Marcus Morris,0.4,1.1,44,123,.358,311,471,.660,.601,.579,.134,24.5,899,2449,.367
Markieff Morris,0.3,0.9,38,94,.404,203,311,.653,.603,.583,.152,21.8,529,1534,.345
Daniel Orton,0.0,0.1,0,2,.000,33,63,.524,.533,.527,.022,15.0,0,1,.000
Jeremy Pargo,0.6,1.8,75,241,.311,254,361,.704,.539,.504,.245,20.5,38,119,.319
Chandler Parsons,1.1,3.2,153,454,.337,245,401,.611,.560,.546,.411,19.6,687,1844,.373
Ryan Reid,0.0,0.0,1,1,,151,250,.604,.524,.496,.002,15.9,0,0,
Walker Russell,1.0,2.6,85,226,.376,357,424,.842,.571,.495,.271,22.7,4,13,.308
Josh Selby,1.3,3.6,34,94,.362,28,37,.757,.489,.461,.487,24.4,3,21,.143
Iman Shumpert,1.2,4.0,111,364,.305,281,381,.738,.503,.453,.373,23.9,489,1447,.338
Xavier Silas,1.7,4.7,168,466,.361,446,567,.787,.546,.482,.391,30.3,1,8,.125
